city_source_id,geoname_id,latitude,longitude
10300026002332,127409,39.15889,47.03288
10300026002944,142793,38.9867,46.6999
10300027002294,130854,38.86125,47.36797
1040001001235,121801,37.55274,45.07605
1040002001236,121110,36.701,45.1413
1040003002043,136132,38.4619,45.02447
1040003002405,135047,38.7146,45.20648
1040003001239,134520,38.58,44.8359
1040005001241,401208,38.1757,44.6921
1040005001242,117656,38.1973,44.7653
1040004002547,20955,37.7124,44.6889
1040004002922,6676915,36.2644,45.4934
1040006001246,125205,39.28992,44.46035
1040008001251,124085,36.96667,46.10961
1040008001005,26992,36.51813,47.83735
1040009001253,123494,36.9861,45.5169
10400011001250,117793,36.6793,46.5669
10400012002926,122101,36.6111,47.2187
10400013001252,121795,37.0397,45.0983
10400014001245,116326,39.06508,44.38416
10400015001243,120954,39.348,45.071
10400016002879,132233,38.8659,45.0938
10400016001237,119730,38.8915,45.0255
10400017001244,401118,39.2192,44.77
10400017002899,13910,39.2848,44.818
1050001002411,132103,33.9369,46.7737
1050002002410,23862,34.1099,47.08977
1050002002412,382953,34.4958,46.59908
1050003002103,401211,34.9813,46.2709
1050003001261,121240,35.0434,46.3565
1050003001263,121955,35.16212,46.20413
1050004001264,120931,34.46109,45.86264
1050005002594,116695,34.81291,47.46042
1050006002197,113782,33.8774,45.6418
1050006001266,119586,34.5156,45.5791
1050008001268,133345,34.1421,45.9203
1050009001260,25883,34.8067,46.4913
10500010002414,136183,38.8077,46.642
10500010001257,117835,34.4813,47.6908
10500012002593,142541,34.8324,45.8433
10500013002409,134319,34.34412,46.41718
10500013002760,25743,34.46982,45.98817
10500014002102,118705,34.7153,46.6533
1060001002010,138901,30.2035,48.5538
1060002001271,143420,32.4615,48.35368
1060002002802,139131,32.44485,48.44249
1060003001272,144448,31.31901,48.6842
1060004001274,130697,31.83027,49.86756
1060005001276,141663,30.55655,49.18852
1060006001279,140951,30.5959,50.2417
1060006002798,113097,28.04068,52.11938
1060007002312,45041,30.35225,48.22217
1060008001282,136256,32.38114,48.40581
1060008002717,36652,32.20917,48.54568
1060009001284,137268,31.5635,48.18958
1060009002795,126072,31.45798,48.38148
1060009002796,144853,31.52902,48.2202
10600010001287,118826,31.27997,49.60351
10600010002929,118187,31.36876,49.7206
10600010001004,141083,31.14718,49.91349
10600011002008,137724,30.7445,48.42282
10600012001290,114584,32.04972,48.84843
10600012002036,36278,32.0877,48.7684
10600012002714,132597,31.85654,48.75664
10600012002968,143143,31.83265,48.89707
10600013001291,124620,31.9364,49.3039
10600018001277,131559,30.2363,49.7119
10600015002720,124168,31.37467,49.8182
10600016002420,130230,30.87506,49.85292
10600017002104,125938,32.32981,49.09324
10600017001061,36224,32.4166,49.1426
10600019001286,118805,30.89315,49.40787
10600020002007,113151,32.24367,48.84688
10600020002715,114067,32.20053,48.86066
10600020002716,130452,32.1847,48.81514
10600022001292,132428,31.44686,49.52951
10600023001285,130821,31.4619,48.074
10600024002106,123389,31.5847,48.88587
10600024002309,112029,31.48595,48.87515
10600026001278,144696,30.7006,49.8315
10600026002920,129963,30.82065,49.88616
10600029002415,136983,31.7096,50.28827
10600030002596,116318,31.36682,50.08335
1070001002597,113712,31.03455,52.84168
1070002002177,118153,29.192,53.7687
1070002001298,135094,29.1266,54.0421
1070003002014,136254,30.72077,51.95906
1070003001299,135355,30.89885,52.69701
1070004002707,135554,28.7014,52.96136
1070005002016,134975,28.2161,55.1347
1070005002179,6976849,28.65449,54.68495
1070005001000,121289,28.79,54.3218
1070007002015,6653052,29.79972,52.50215
1070007002298,137757,35.1397,46.318
1070007002057,127917,29.6715,52.1484
1070008002180,115233,28.94729,53.99469
1070008002107,111613,28.75001,53.80216
1070008001310,134721,28.9383,53.6482
1070008002652,122072,28.85413,53.82578
10700010001315,128321,29.61919,51.6535
10700011002013,125798,27.6901,54.3872
10700011002219,140762,27.43203,53.51413
10700011002182,141694,28.08543,54.04744
10700012001324,124721,29.87407,52.80258
10700012002951,134743,29.96352,53.04509
10700012002776,127882,30.349,52.24327
10700013002712,127166,30.00909,51.57786
10700014001326,122289,29.1988,54.3278
10700014002058,119562,29.1455,54.7045
10700015001318,125926,27.334,53.179
10700015002212,135244,27.2293,53.6082
10700015002906,139372,27.4311,53.4363
10700015001015,127774,27.51618,53.25235
10700017001321,142958,29.9124,53.3085
10700019002558,115765,28.31043,54.33473
10700020002653,124863,28.34682,52.96679
10700021002820,127081,27.4476,52.9727
10700021002708,142716,27.72355,52.6653
10700022001311,134781,28.86012,52.09452
10700022002060,121999,29.12351,52.01314
10700023001322,118123,30.07921,53.13464
10700023002783,125511,30.19091,53.17451
10700024002907,125385,27.78445,53.07092
10700027001319,133595,27.66966,54.13586
10700027002903,143132,27.7278,53.62702
10700028001307,44439,29.20505,52.69043
10700029001308,127613,29.49896,53.31199
10700029002962,123718,29.4822,53.3682
10700030002421,14919,31.1964,49.60563
10700031002503,116364,29.9717,52.40059
10700032002095,131508,29.96919,53.87416
10700032001057,112518,29.92474,53.97153
10700033002424,122065,29.80166,51.69463
10700034002234,142386,28.9642,53.2163
10700035002199,113090,29.81083,53.7275
10700037002183,129931,28.2548,53.98112
1080001001328,142247,29.2331,56.6022
1080001002200,390093,29.25525,56.6969
1080002001331,141407,29.0663,58.4046
1080002001079,137051,29.0523,57.91
1080003002339,137850,29.2359,57.33216
1080003002237,124612,28.9064,57.8856
1080003001332,6925362,28.67806,57.74056
1080003002769,140337,28.2313,57.5129
1080004001335,118994,30.4067,55.9939
1080005002201,127844,30.72281,56.78034
1080005002955,38733,31.01784,55.97034
1080006002825,141738,29.4198,56.0486
1080008001341,115960,30.41739,57.7067
1080008002603,143417,30.23196,57.7537
1080008001342,403529,29.885,57.7305
1080007001339,115781,30.1165,55.1186
1080007002031,130238,30.51258,55.03149
1080007002238,137079,30.69285,54.87764
1080008001343,129955,30.06147,57.11303
1080008001344,125427,30.05943,57.29198
1080008002239,142049,30.18164,56.80311
1080008002428,135474,30.32683,56.92033
1080008001329,118696,29.5977,57.4386
1080008001345,138911,30.60388,56.91038
1080009002956,136942,27.712,57.5574
10800010001348,124647,29.92266,56.57433
10800010002824,137245,29.9073,56.663
10800011002599,7110123,30.7593,57.00334
10800011001340,118704,31.26562,56.80545
10800012002721,135858,28.425,57.9425
10800012002602,124833,28.35162,58.15918
10800013002240,124914,27.39893,57.49722
10800014002110,128336,31.1559,56.38173
10800014001336,126411,31.41029,56.28255
10800016002957,118603,26.83105,58.80673
10800016002176,120323,27.5236,57.8811
10800018001327,119010,29.2912,56.9131
10800019001010,12600610,30.79349,50.83972
10800021002338,118323,28.95216,58.69773
10800021002598,122264,28.916,58.5502
1090004001357,1159384,34.74,60.7756
1090004002654,1160301,34.7922,60.505
1090005002243,129846,35.58565,58.87803
1090005001361,112646,35.27401,59.21949
1090005001024,122597,35.52394,59.44231
1090005002434,118386,35.54572,59.19357
1090006001363,1159362,35.244,60.6225
1090006002067,1161875,35.1158,60.6899
1090006002888,1112567,35.14643,60.90302
1090007002202,139027,37.35174,59.0767
1090007001366,121986,37.52019,58.98922
1090008002245,120184,36.0212,57.3119
10900013001041,124129,37.15159,58.55089
10900013001020,143786,36.94314,58.68022
10900014001381,128447,35.23831,58.46558
10900022002566,134818,35.76579,59.73356
10900019001358,1160544,34.57232,60.14404
10900019002565,1160138,34.43453,60.17753
10900019002605,117741,34.74384,59.97553
10900020001387,1159716,36.5449,61.1577
10900023002440,143510,35.25092,57.8105
10900023001379,141349,35.26218,57.97075
10900027001359,118328,34.97512,59.62482
10900031001382,141891,34.51639,58.1845
10900031002610,111712,34.80526,58.43763
10900032001389,112616,36.3104,59.3735
10900034001596,130091,36.63619,57.07284
10900034002901,7155,36.79243,57.11133
10900037002970,1159905,35.09861,60.15885
10900038002986,122039,36.46516,57.64032
10900039002244,137125,36.35088,56.87547
10900041002348,118454,35.47521,58.45733
10900044002854,6687740,31.48941,48.28892
10900043002344,115226,35.95969,57.76673
10900043001054,115556,35.99789,58.20069
1100001001395,143052,33.37939,52.36981
1100005002923,140640,30.9472,51.65215
1100002001406,418863,32.65246,51.67462
1100002002021,418569,32.70247,51.83882
1100004001031,111990,33.34779,50.11478
1100005002443,126720,31.06711,51.59382
1100005001414,116406,31.41667,51.56667
1100007001418,134601,32.94195,50.11991
1100008001048,418452,32.45299,51.52323
1100008002215,418575,32.46786,51.55969
1100008002444,418512,32.51216,51.54243
1100008001420,418723,32.55118,51.52758
1100008002252,418950,32.55613,51.57325
1100008002445,418593,32.47352,51.47704
1100008002997,6655778,32.49277,51.43866
1100008001439,418571,32.5773,51.45367
1100008002789,418416,32.60368,51.49825
1100009001422,418533,32.00877,51.86407
11000010002447,130012,33.5888,51.212
11000010002657,124667,34.1769,51.2651
11000010002302,122232,33.97258,51.14869
11000010002542,141170,33.78524,51.22749
11000011001426,133037,33.4537,50.28836
11000011001427,132697,33.47558,50.35249
11000012001430,418911,32.39333,51.33943
11000012001432,418503,32.37872,51.31601
11000012002112,418444,32.3564,51.3787
11000012002504,13104509,32.393,51.28129
11000013002078,142251,32.83774,53.14194
11000014002570,418737,32.62716,51.48164
11000014001438,144263,33.0548,51.08331
11000015001442,122491,33.51118,51.91808
11000015002754,113132,33.35353,51.79908
11000016001409,112064,33.4166,51.1796
11000016001598,125766,33.4597,50.69433
11000016001401,417472,32.85788,51.5529
11000016001597,418824,32.86591,51.59732
11000017001599,6659743,32.19891,51.5
11000017002204,417467,32.26303,51.56231
11000017002448,418834,32.34244,51.44584
11000018002279,144799,33.9042,51.7688
11000018001423,143122,34.05751,51.48291
11000018002543,122515,34.1265,51.3518
11000020001415,139780,32.76825,50.62873
11000021001421,137057,31.93986,51.64731
11000022001398,418699,32.778,51.64685
11000023002203,130385,34.03863,54.41431
11000025002513,112535,32.7207,52.6709
11000025002350,418513,32.6907,52.1243
11000026002186,6899676,32.303,52.2057
11000028001405,418806,32.56531,52.43654
11000028002248,418854,32.43789,52.37867
1110001002450,1161681,27.85637,60.18059
1110002002894,1159967,25.59425,61.10252
1110003001449,1160571,28.22107,61.21582
1110004001450,1113217,31.0306,61.4949
1110004002453,1161633,31.0429,61.5684
1110006002455,1114538,26.8288,62.6405
1110006001047,1161285,27.11147,62.83597
1110007002456,406425,26.29317,59.51825
1110007001448,1160110,26.2258,60.2143
11100010002978,1160870,30.8909,61.5706
11100010002173,1159302,30.894,61.6804
11100011002514,1161297,31.1447,61.7925
11100011002916,1159886,31.2675,61.715
11100012002451,7102155,27.48232,59.44656
11100013002355,1159306,27.131,61.67445
11100013002893,1161800,26.679,61.6705
11100014002613,1160945,27.00048,62.11779
11100015002353,1161887,31.11144,61.41189
11100018001445,1159884,26.23244,60.73932
11100018002892,1159706,26.1933,60.5964
11100019002175,134894,26.57527,59.64144
11100020002049,388870,39.1381,47.5404
11100020002172,1161735,27.19439,60.45594
11100022001029,37957,38.249,48.6018
11100025002506,1161269,26.84004,60.1731
1120001002457,142975,35.9324,45.796
1120002002460,142409,35.67941,47.79832
1120002002785,121002,35.7717,48.11984
1120002002190,131782,36.2838,47.74635
1120003002502,117869,36.2025,46.4609
1120003001456,117392,36.24992,46.2735
1120004001458,117574,35.31495,46.99883
1120004002462,115219,35.3567,46.6777
1120005001461,116345,35.24987,47.77964
1120005001037,125062,35.30167,47.97441
1120006001463,124778,35.51829,46.18298
1120006002055,3035,35.462,46.2116
1120007001459,136156,35.9139,47.0239
1120007002925,4074,35.76801,46.81193
1120008001457,128905,34.79535,46.93682
1120008002466,123106,35.05726,47.15235
1120009002752,121741,35.2526,46.2624
1120009002205,116739,35.3126,46.3669
11200010002042,140354,35.14062,47.32105
1130001001464,112422,34.551,48.44353
1130002002253,142558,34.5075,48.6892
1130002001466,14276,34.20885,48.70513
1130002001467,125185,34.30158,48.82166
1130003002659,141168,34.21247,48.25845
1130004002356,120680,34.85953,49.00366
1130004001474,124715,34.831,48.4593
1130004002254,129945,34.8849,48.55444
1130005001473,129904,35.20924,48.72341
1130008002357,138045,35.44235,48.82322
1130006002758,144431,34.73641,47.92487
1130007001472,125961,34.9746,48.4758
1130009002192,134906,35.11593,48.97336
11300010001064,115993,35.30779,49.17155
11300010002870,128750,35.36319,49.29875
1140001001478,140046,31.96523,51.2873
1140001002706,122687,31.93242,51.32933
1140001001477,140346,31.93759,51.05147
1140002001482,115770,32.32612,50.8572
1140002001484,132458,32.22662,50.79314
1140002002359,110829,32.22392,50.83904
1140002002471,122939,32.42447,50.78661
1140002002614,113839,32.52186,50.39903
1140003001486,134762,32.25694,50.56095
1140003002938,134540,32.30253,50.49722
1140003001485,129956,32.15145,50.6875
1140003002730,121457,32.25283,50.599
1140003002806,138796,32.23107,50.62878
1140004001487,125609,31.51338,50.82672
1140005001476,143070,31.99969,50.66231
1140006002360,138799,32.4672,50.12229
1140006002839,33311,32.16731,50.27478
1140007002358,406165,32.00319,50.88537
1140009001480,140891,32.54037,50.74515
1140009002732,112191,32.47395,50.76828
11400010002473,143758,31.55303,51.0605
1150001001489,143921,33.404,49.69179
1150001002876,139197,33.28813,49.89309
1150002001490,14203,34.01674,48.64307
1150002002971,36212,32.79612,48.32512
1150002001492,140044,33.8973,48.7516
1150003002475,121110,36.701,45.1413
1150004002995,141242,34.04056,48.1757
1150005002363,139308,33.66407,48.90747
1150006002615,28365,33.6894,47.1514
1150006002364,27301,33.40259,47.3273
1150008001497,120949,33.15249,47.71014
1150008002996,117338,33.11457,47.6934
1150009001493,144269,33.86419,48.26258
11500010002255,117345,33.5639,48.0221
11500010002973,139095,33.7046,47.7916
11500010002362,3008,35.26072,46.24132
11500012002366,125016,33.3793,47.9596
1160002001503,137436,33.14447,47.3799
1160003001063,137276,32.4145,47.8245
1160004002850,116137,33.748,46.6376
1160004002617,389875,33.8531,46.4613
1160006002616,123036,32.7262,47.6784
1160006001501,145233,32.9926,47.4198
1160006002056,117362,32.89813,47.57381
11600012001499,138905,33.6953,46.2979
1160008001508,120539,33.3828,46.5983
1160009002155,401555,33.56522,46.814
1170001001512,66093,30.66824,51.58796
1170001002478,45776,30.94085,50.89637
1170001002083,138393,30.79394,51.32658
1170002002156,113777,30.85831,50.45818
1170004001511,137013,30.86393,51.4559
1170005001082,14791,31.03703,50.2177
1170005002368,125688,30.8949,50.0931
1170006001513,138989,30.75561,50.74522
1170006002828,7490221,30.80433,50.85243
1170007002130,141124,30.361,51.15735
1180001001516,130216,29.26139,50.33056
1180001001517,139817,28.96887,50.83657
1180001002867,8522943,28.93125,51.06571
1180001002481,138381,28.986,51.0364
1180003002369,138098,29.4294,51.2931
1180002001518,144484,28.8826,51.2746
1180003002482,6651758,29.48431,51.2306
1180003002618,110807,29.1522,51.5258
1180004002131,129569,28.33861,51.52361
1180004002818,142258,28.39683,51.50092
1180005001522,136280,27.8399,51.9378
1180005002819,403541,27.94693,51.96059
1180007001525,141657,29.4879,50.62698
1180007001526,134217,29.5791,50.517
1180008001524,141676,30.0542,50.159
1180009002259,130451,27.82977,52.32518
11800010002621,142857,27.47383,52.60782
11800010002622,122787,27.49752,52.58653
11800010002932,140586,27.47885,52.66722
11800010002878,139550,27.3658,52.7904
1190003001533,6741193,36.11949,48.59089
1190003002039,41111,36.0721,48.4401
1190003002371,114163,36.23914,48.54899
1190004002038,142986,36.97789,48.37304
1190006002485,132192,36.29447,48.05979
1190008002262,145407,36.92627,48.95832
1190009002261,137991,36.55341,47.62234
1190009002207,125290,36.7444,47.6725
1200001001540,138025,36.1679,54.34292
1200001002264,120577,36.42695,54.2237
1200002001542,116402,35.57691,53.39205
1200003001546,123464,36.4803,54.64585
1200003002160,129351,36.67111,55.29739
1200003002161,140704,36.08056,55.8097
1200003002775,118223,35.73338,51.90587
1200004001548,135001,35.3433,52.06753
1200004001550,133964,35.21824,52.34085
1200006002768,126884,35.2223,52.52139
1200005001543,115872,35.76896,53.33436
1200005001544,7100777,35.71071,53.35394
1210001002984,127818,32.3462,54.66575
1210001002623,143227,32.4409,53.6297
1210002001554,142255,31.6035,55.40249
1210004001558,124274,31.58428,54.4428
1210005001562,111822,31.89722,54.3675
1210006002322,122942,32.03097,53.54857
1210007002372,124315,31.0228,53.3563
1210007001293,145427,31.1289,53.2824
1210008002985,125236,32.02139,54.1975
1210009001559,113556,30.05407,54.37294
12100012001557,124724,30.47833,54.21167
12100013001561,111407,31.99111,54.23194
1220002001567,141681,27.1865,56.2808
1220003002193,126914,26.55778,54.01944
1220003001571,141665,26.56207,54.88382
1220003002813,125728,27.04303,54.89056
1220004002487,113684,26.7807,56.063
1220004001034,126035,26.896,55.7584
1220004001573,119374,26.9492,56.2691
1220004002627,137782,26.96316,56.06278
1220004002940,113650,26.757,55.7256
1220005002064,116390,26.8362,57.4245
1220005002814,112777,27.3401,56.9558
1220005002003,6654785,27.15385,57.44714
1220005002910,141533,27.0666,56.9762
1220006002872,125665,25.63795,58.86532
1220007002663,111027,27.74295,57.22613
1220009002625,130069,27.02016,54.28398
1220009001568,141104,27.19908,54.36676
12200010002939,66937,29.34778,57.47622
12200011002004,126089,27.2512,52.8668
12200011001569,112944,27.2918,56.1532
12200012002815,126362,26.8021,57.0267
1230002001578,138042,35.71842,52.06958
1230002001580,126942,35.5503,52.16813
1230002001579,118223,35.73338,51.90587
1230002002629,8595861,35.76322,51.96514
12300018001592,120972,35.308,51.7267
1230003002270,400809,35.53164,51.4048
1230003002886,400833,35.5237,51.6505
1230004001582,134715,35.9306,51.5266
1230004002117,113514,35.8044,51.4256
1230004002778,115254,36.01364,51.49371
1230009002277,6672633,35.58026,51.11392
1230009002303,406472,35.5729,51.085
1230009002633,10865375,35.74708,51.27739
12300010002489,41672,35.8389,50.8481
12300013002120,9478811,35.47854,51.6834
12300019002665,117693,35.1392,57.38671
12300019002208,6672634,35.56504,51.16332
12300020002268,139879,35.72972,51.86884
12300021001593,32767,35.42873,51.57757
1240003002164,131441,37.36885,48.32155
1240001001195,143083,38.2498,48.2933
1240001002882,117608,38.3558,48.135
1240002001230,140494,39.37961,48.35463
1240004001229,124210,38.399,47.682
1240004002301,13219,38.50886,47.83215
1240004002749,35704,38.38879,47.54541
1240005002880,38084,39.0472,48.292
1240006001032,17475,39.6066,47.7703
1240007001218,9514746,37.68585,48.34204
1240008002493,145125,38.28126,48.55092
1240008001197,122721,38.4269,48.4839
1250001002516,13665079,34.61331,51.02563
1250001002027,117287,34.47752,50.45922
1250002001062,120681,34.72448,50.26325
1260001002159,137985,35.81151,49.74315
1260001002638,117879,35.77326,49.93691
1260001002577,143064,36.05273,49.82412
1260002002114,142824,35.93451,49.74908
1260002001532,113491,36.07057,49.69571
1260003002494,11367,36.62147,53.09814
1260003002667,114273,36.6476,49.19085
1260003001595,119505,36.26877,50.0041
1260003002375,125330,36.28967,49.9014
1260004002637,128128,36.1297,50.17604
1260004001535,144795,36.03993,50.53101
1260004002992,111052,36.12013,50.52916
1260006001536,142642,35.57959,49.22313
1270001001178,141673,36.77409,53.94798
1270002001156,141653,36.90124,54.07195
1270002002975,114344,36.88276,54.11542
1270003002837,39619,36.99745,54.85658
1270004001179,126572,36.79307,54.11214
1270005002508,39227,36.89149,54.56875
1270006002496,130771,37.45423,54.7194
1270006001186,132938,37.25004,55.16721
1270007001071,40036,37.21001,55.34463
1270007002883,135695,37.12614,55.57906
1270008002509,115876,37.1331,54.61968
1270008001180,7329809,37.0139,54.45504
12700010002640,122253,37.13886,55.16441
12700011001183,127955,37.01225,54.98772
12700011001184,118824,37.01598,55.14123
12700011002195,138088,37.03646,55.04722
12700012002885,400852,37.64115,55.9448
12700013002580,128392,37.01422,54.23004
12700014001070,39883,37.29776,55.36988
12700014001187,134282,37.27259,55.43394
1280001001349,135298,37.07645,57.51009
1280002001353,140380,37.47473,57.32903
1280003002432,117422,37.09916,56.85183
1280003002433,114866,37.34193,56.88708
1280003001350,130524,36.95012,56.38005
1280004002435,125576,37.60805,57.8574
1280005001377,134745,37.23121,58.219
1280006001352,142768,37.5615,56.92125
1280008002132,118694,37.93395,57.1126
1280008002942,126271,38.05739,57.14272
1290001001355,140463,32.86628,59.22114
1290002002052,1159420,32.80693,60.2223
1290003002642,123117,32.70811,59.52342
1290003002897,1161315,32.2879,60.4955
1290004001375,120694,33.72654,59.18439
1290004002646,124099,33.91397,58.93054
1290005002441,1159502,31.80359,60.00822
1290005001356,1160120,31.54185,60.03648
1290006001371,117232,33.86017,58.52166
1290006002346,142587,33.88744,58.38236
1290008002726,135347,33.70147,57.37392
12900010001003,124498,32.57923,59.01649
12900011002624,136301,33.29399,57.51859
1300001002118,124838,35.7282,50.8134
1300001002272,41548,35.86187,50.87424
1300001002070,142852,36.03705,51.19468
1300002001587,131691,35.962,50.6799
1300002002026,13665053,35.90967,50.77532
1300003002025,113293,35.8912,50.61509
1300005001584,135205,35.7255,50.3662
1300006002271,123205,35.74988,50.94376
